Client_ID,Age,Gender,Location,Income,User_Interest,Acquisition_Source,Device_Type,Engagement_Time_Minutes,Price_Sensitivity,Purchase_Frequency,Average_Order_Value
EA-01094,31,Female,Suburban,45000,Bargains,Facebook Ad,Mobile,0.4,High,1,197.38
EA-04840,32,Female,Suburban,58500,Bargains,Facebook Ad,Mobile,2.2,High,1,150.0
EA-01377,41,Female,Urban,125000,Skincare,Organic Search,Desktop,19.0,Low,5,1997.8
EA-04914,47,Female,Suburban,94500,Skincare,Referral,Desktop,10.2,Low,3,727.88
EA-00073,34,Female,Suburban,57000,Anti-aging,Organic Search,Mobile,21.1,Low,5,2484.07
EA-01923,28,Female,Rural,72500,Bargains,Groupon,Mobile,5.3,High,1,266.19
EA-03174,41,Female,Urban,153500,Wellness,Referral,Mobile,11.9,Low,3,563.16
EA-01765,24,Female,Urban,44000,Bargains,Facebook Ad,Mobile,2.4,Low,1,150.0
EA-00744,27,Female,Urban,59500,Bargains,Facebook Ad,Mobile,3.1,High,1,318.11
EA-04319,38,Female,Suburban,67000,Anti-aging,Organic Search,Desktop,18.1,Medium,5,1819.54
EA-01006,31,Female,Rural,33000,Bargains,Facebook Ad,Mobile,2.4,Medium,1,673.16
EA-02669,31,Female,Suburban,37000,Bargains,Groupon,Mobile,4.3,High,3,291.45
EA-01191,41,Male,Urban,37000,Bargains,Groupon,Mobile,2.1,High,1,224.01
EA-04632,27,Female,Urban,71500,Bargains,Groupon,Mobile,2.0,High,1,505.86
EA-02602,46,Female,Suburban,92500,Wellness,Organic Search,Desktop,20.8,Low,5,1493.78
EA-01126,22,Female,Urban,60000,Bargains,Groupon,Mobile,8.4,Medium,1,274.96
EA-01242,36,Female,Urban,61500,Anti-aging,Facebook Ad,Desktop,0.8,High,1,183.66
EA-04607,45,Female,Urban,86000,Anti-aging,Organic Search,Mobile,13.2,Medium,4,2344.9
EA-04131,42,Female,Urban,117500,Skincare,Organic Search,Desktop,7.7,Low,2,2273.37
EA-03443,31,Male,Suburban,82000,Bargains,Facebook Ad,Mobile,0.4,High,1,153.0
EA-00999,37,Female,Rural,67500,Skincare,Referral,Desktop,2.8,Medium,2,1040.61
EA-03387,32,Female,Urban,53500,Bargains,Groupon,Mobile,4.2,High,1,169.44
EA-02685,27,Male,Suburban,40500,Bargains,Facebook Ad,Mobile,4.5,High,1,600.12
EA-01578,48,Female,Suburban,111000,Wellness,Organic Search,Tablet,18.8,Low,4,2212.68
EA-04791,34,Female,Rural,69000,Skincare,Groupon,Mobile,4.2,High,1,468.66
EA-01827,23,Female,Urban,42500,Bargains,Groupon,Mobile,2.6,High,1,150.0
EA-03293,28,Female,Suburban,49500,Bargains,Groupon,Desktop,5.9,Medium,1,450.03
EA-04990,37,Female,Urban,48000,Bargains,Facebook Ad,Mobile,4.7,High,1,300.19
EA-03537,32,Female,Suburban,74000,Anti-aging,Facebook Ad,Desktop,3.8,High,1,216.7
EA-00441,42,Male,Suburban,103000,Anti-aging,Organic Search,Desktop,17.7,Low,5,2029.11
EA-04952,35,Female,Suburban,58000,Anti-aging,Organic Search,Desktop,23.1,Low,5,1725.16
EA-01101,30,Female,Urban,50000,Bargains,Facebook Ad,Mobile,2.2,High,1,563.25
EA-04011,19,Female,Urban,78000,Bargains,Facebook Ad,Mobile,2.4,High,1,415.99
EA-03059,29,Non-binary,Urban,55000,Bargains,Facebook Ad,Mobile,1.7,Medium,1,370.88
EA-00650,31,Female,Urban,66000,Bargains,Facebook Ad,Mobile,6.9,High,1,422.77
EA-01547,30,Female,Urban,63500,Bargains,Facebook Ad,Tablet,3.6,High,1,286.63
EA-04757,26,Female,Urban,52000,Bargains,Groupon,Mobile,4.3,High,1,527.64
EA-03561,70,Female,Urban,96000,Anti-aging,Organic Search,Desktop,17.5,Low,4,1992.21
EA-03887,47,Female,Urban,87500,Wellness,Referral,Mobile,12.3,Low,3,555.48
EA-03742,30,Female,Suburban,43000,Wellness,Facebook Ad,Tablet,5.0,High,2,579.75
EA-00631,31,Female,Urban,72000,Anti-aging,Referral,Mobile,4.4,Low,1,1015.99
EA-00673,48,Non-binary,Urban,82500,Anti-aging,Referral,Mobile,8.0,Medium,3,856.8
EA-01250,41,Female,Urban,138000,Wellness,Referral,Mobile,6.0,Medium,3,788.05
EA-00483,23,Female,Suburban,53000,Skincare,Groupon,Desktop,7.2,Medium,1,392.01
EA-01585,24,Female,Urban,53000,Bargains,Groupon,Mobile,3.1,Medium,1,750.0
EA-03075,40,Female,Suburban,107500,Wellness,Organic Search,Desktop,15.8,Medium,3,2496.83
EA-04628,43,Female,Suburban,35500,Anti-aging,Facebook Ad,Tablet,4.1,Medium,1,339.0
EA-03039,30,Female,Urban,51000,Bargains,Facebook Ad,Mobile,0.9,High,1,331.31
EA-01463,36,Female,Rural,76000,Skincare,Facebook Ad,Mobile,3.5,High,1,400.61
EA-03930,39,Female,Urban,91500,Anti-aging,Referral,Desktop,7.4,Medium,2,780.05
EA-03622,38,Female,Urban,58000,Bargains,Facebook Ad,Desktop,3.5,High,1,375.3
EA-02579,27,Female,Suburban,57500,Bargains,Facebook Ad,Mobile,2.5,High,1,401.82
EA-03802,34,Female,Suburban,53500,Skincare,Facebook Ad,Mobile,0.4,High,1,385.4
EA-00050,35,Female,Urban,53000,Bargains,Facebook Ad,Mobile,3.0,High,1,277.1
EA-04290,25,Female,Urban,47000,Bargains,Groupon,Desktop,5.3,High,3,150.0
EA-03345,33,Female,Urban,68500,Bargains,Groupon,Desktop,0.9,High,1,393.15
EA-00859,26,Female,Urban,47500,Bargains,Facebook Ad,Mobile,5.2,Medium,1,265.56
EA-01073,34,Female,Suburban,74000,Bargains,Groupon,Mobile,2.8,High,3,468.97
EA-00720,60,Female,Urban,75500,Anti-aging,Referral,Mobile,7.1,Low,1,443.47
EA-03718,49,Female,Urban,137500,Skincare,Organic Search,Desktop,14.4,Low,5,1835.85
EA-02632,28,Female,Urban,53500,Skincare,Groupon,Mobile,1.8,High,1,380.41
EA-04874,44,Female,Suburban,55000,Bargains,Groupon,Mobile,3.5,High,1,356.73
EA-01661,35,Female,Urban,60500,Bargains,Facebook Ad,Tablet,6.5,Medium,1,150.0
EA-01657,29,Female,Suburban,22500,Bargains,Facebook Ad,Mobile,4.5,Medium,1,265.47
EA-02426,48,Female,Urban,96000,Anti-aging,Organic Search,Desktop,20.8,Low,4,1400.42
EA-03525,40,Female,Suburban,57000,Bargains,Groupon,Tablet,7.0,High,1,261.49
EA-04230,19,Female,Urban,69500,Bargains,Facebook Ad,Mobile,4.9,Medium,1,189.11
EA-04975,33,Female,Urban,57000,Bargains,Groupon,Desktop,3.5,Medium,2,306.22
EA-03310,31,Female,Urban,47500,Skincare,Facebook Ad,Mobile,6.8,High,1,236.58
EA-04477,22,Female,Rural,51500,Bargains,Groupon,Desktop,4.4,Medium,1,602.05
EA-03306,34,Female,Suburban,84500,Skincare,Facebook Ad,Tablet,2.6,High,3,347.72
EA-04752,31,Female,Urban,46500,Bargains,Groupon,Desktop,0.4,High,1,421.52
EA-04127,30,Female,Suburban,84500,Bargains,Groupon,Mobile,0.4,High,1,457.72
EA-02607,27,Female,Suburban,56500,Anti-aging,Groupon,Mobile,2.5,High,1,331.37
EA-01386,39,Non-binary,Urban,73000,Skincare,Facebook Ad,Mobile,3.3,High,1,247.51
EA-03836,25,Female,Urban,40000,Bargains,Groupon,Mobile,0.4,High,1,403.62
EA-01400,33,Non-binary,Rural,66500,Skincare,Facebook Ad,Mobile,2.4,High,1,506.57
EA-01196,19,Male,Urban,57000,Bargains,Facebook Ad,Desktop,4.8,Medium,1,471.57
EA-01409,52,Female,Urban,64000,Anti-aging,Organic Search,Desktop,14.0,Low,3,1415.78
EA-03825,35,Male,Rural,140500,Wellness,Organic Search,Tablet,10.5,Low,3,2236.19
EA-01799,34,Male,Rural,49500,Bargains,Groupon,Desktop,1.6,High,1,451.95
EA-01476,19,Female,Suburban,76500,Bargains,Groupon,Tablet,2.0,Low,1,427.49
EA-04966,34,Female,Suburban,37500,Bargains,Facebook Ad,Mobile,5.7,High,1,322.41
EA-00036,32,Female,Urban,77000,Wellness,Facebook Ad,Mobile,3.0,High,1,433.09
EA-03542,35,Female,Suburban,50500,Bargains,Groupon,Mobile,1.4,Medium,1,574.96
EA-02346,23,Female,Suburban,22000,Skincare,Facebook Ad,Mobile,0.4,Medium,1,150.0
EA-04679,34,Female,Suburban,60000,Bargains,Facebook Ad,Mobile,4.9,High,1,359.61
EA-02360,29,Female,Urban,63000,Bargains,Facebook Ad,Mobile,7.6,High,1,532.16
EA-02207,47,Female,Urban,89500,Wellness,Organic Search,Mobile,16.4,Medium,4,2440.17
EA-03768,46,Female,Rural,72500,Skincare,Facebook Ad,Mobile,1.6,High,1,291.17
EA-01287,19,Female,Urban,70500,Bargains,Facebook Ad,Mobile,3.6,Medium,1,318.82
EA-00350,25,Female,Suburban,84500,Bargains,Facebook Ad,Mobile,3.5,High,1,406.04
EA-02138,48,Female,Suburban,125500,Skincare,Organic Search,Mobile,11.6,Low,5,2500.0
EA-02692,27,Female,Urban,52000,Skincare,Facebook Ad,Mobile,4.9,High,1,418.36
EA-04561,25,Female,Urban,63000,Anti-aging,Referral,Mobile,2.6,Medium,1,737.1
EA-03968,33,Female,Rural,32000,Bargains,Facebook Ad,Mobile,5.3,Medium,1,502.61
EA-01682,37,Female,Suburban,124000,Skincare,Organic Search,Desktop,20.3,Low,5,2395.02
EA-04835,19,Female,Urban,36000,Bargains,Facebook Ad,Mobile,2.1,High,1,150.0
EA-01444,36,Female,Suburban,55500,Bargains,Facebook Ad,Mobile,3.5,Medium,1,464.1
EA-03244,28,Female,Suburban,46500,Bargains,Facebook Ad,Mobile,1.0,High,1,379.91
EA-01672,30,Female,Urban,66500,Bargains,Groupon,Mobile,2.0,High,1,150.0
EA-03837,40,Male,Rural,113000,Wellness,Organic Search,Desktop,19.7,Low,3,1887.88
EA-01180,33,Female,Urban,72500,Bargains,Facebook Ad,Mobile,1.3,Medium,1,406.14
EA-02799,51,Female,Suburban,157000,Bargains,Organic Search,Desktop,10.3,Low,3,2500.0
EA-01693,38,Female,Suburban,59000,Bargains,Facebook Ad,Mobile,4.2,High,1,544.86
EA-03957,59,Female,Urban,104000,Wellness,Referral,Mobile,7.4,High,2,980.98
EA-00373,31,Female,Urban,63000,Bargains,Facebook Ad,Tablet,0.4,High,1,526.42
EA-03611,47,Female,Urban,113500,Skincare,Organic Search,Mobile,8.1,Medium,2,2006.7
EA-01917,54,Female,Suburban,104500,Skincare,Organic Search,Mobile,2.0,Medium,2,1475.94
EA-01358,19,Female,Suburban,53500,Bargains,Groupon,Mobile,3.0,High,1,394.55
EA-01826,27,Non-binary,Suburban,51500,Anti-aging,Facebook Ad,Mobile,5.6,High,1,397.19
EA-00787,38,Female,Urban,116500,Anti-aging,Organic Search,Mobile,18.5,Medium,4,2128.04
EA-00470,44,Female,Suburban,70500,Skincare,Groupon,Mobile,3.0,High,1,345.27
EA-00141,21,Male,Urban,33000,Bargains,Groupon,Desktop,6.2,High,1,312.62
EA-00789,28,Female,Urban,106000,Skincare,Organic Search,Desktop,20.7,Medium,2,2346.81
EA-00324,21,Non-binary,Suburban,48000,Bargains,Groupon,Mobile,3.9,High,1,338.94
EA-00051,24,Female,Urban,51500,Bargains,Facebook Ad,Tablet,0.6,High,1,449.21
EA-00715,34,Female,Suburban,100000,Anti-aging,Organic Search,Desktop,12.5,Medium,4,1997.35
EA-04890,43,Female,Urban,100000,Skincare,Referral,Tablet,3.1,Low,1,673.89
EA-02841,28,Female,Suburban,74000,Wellness,Organic Search,Mobile,20.3,Medium,3,1449.68
EA-02447,31,Female,Suburban,55000,Wellness,Facebook Ad,Mobile,1.7,High,1,398.29
EA-04814,45,Female,Urban,97500,Wellness,Referral,Desktop,12.6,Medium,2,990.67
EA-04420,39,Female,Urban,56500,Bargains,Groupon,Mobile,3.1,High,1,341.45
EA-04597,35,Female,Suburban,49500,Anti-aging,Groupon,Mobile,1.7,Medium,1,352.01
EA-03016,47,Female,Suburban,93500,Skincare,Organic Search,Desktop,14.1,Low,3,2355.18
EA-02667,46,Female,Rural,45000,Skincare,Referral,Mobile,11.8,Low,4,801.95
EA-00407,29,Female,Suburban,45000,Bargains,Facebook Ad,Desktop,1.1,Medium,1,363.67
EA-03725,33,Female,Urban,72500,Anti-aging,Organic Search,Mobile,6.9,Medium,3,2274.26
EA-01005,30,Female,Suburban,59500,Bargains,Groupon,Mobile,4.9,Medium,1,499.65
EA-03788,27,Female,Urban,52000,Wellness,Facebook Ad,Desktop,4.3,High,1,412.62
EA-00891,34,Male,Suburban,24000,Bargains,Facebook Ad,Mobile,2.4,Medium,1,301.05
EA-02412,43,Female,Suburban,88500,Bargains,Referral,Mobile,6.2,High,2,300.0
EA-02546,34,Female,Suburban,54000,Bargains,Facebook Ad,Mobile,4.1,High,1,252.94
EA-04834,45,Female,Urban,102000,Anti-aging,Organic Search,Desktop,13.2,Low,2,1965.53
EA-02391,35,Female,Urban,49500,Bargains,Groupon,Mobile,1.0,Medium,1,470.8
EA-03941,31,Male,Urban,57000,Bargains,Facebook Ad,Mobile,1.6,Medium,1,354.94
EA-00043,34,Female,Urban,68000,Anti-aging,Organic Search,Desktop,13.2,Low,3,1360.75
EA-02831,23,Female,Urban,47000,Bargains,Facebook Ad,Desktop,2.7,High,1,457.88
EA-03966,25,Female,Urban,44000,Wellness,Facebook Ad,Mobile,2.4,High,1,569.96
EA-00304,33,Male,Urban,38500,Skincare,Groupon,Mobile,5.5,High,1,359.72
EA-04514,32,Female,Urban,46000,Bargains,Facebook Ad,Mobile,1.1,High,1,561.33
EA-03748,44,Male,Suburban,99500,Wellness,Organic Search,Desktop,17.4,Medium,4,1471.17
EA-00665,40,Male,Suburban,32500,Skincare,Facebook Ad,Tablet,2.0,Medium,1,549.52
EA-01178,30,Female,Urban,23000,Skincare,Facebook Ad,Mobile,4.7,High,1,388.84
EA-02677,25,Female,Suburban,60000,Bargains,Groupon,Mobile,3.2,High,1,440.19
EA-01948,25,Female,Suburban,90500,Anti-aging,Referral,Mobile,3.5,Low,2,941.9
EA-02502,29,Female,Urban,64000,Wellness,Organic Search,Mobile,12.1,Medium,3,2044.44
EA-01474,25,Male,Urban,47000,Bargains,Groupon,Mobile,3.9,High,1,348.65
EA-03484,31,Female,Suburban,84000,Anti-aging,Groupon,Mobile,3.9,Medium,1,380.57
EA-03521,29,Male,Urban,54000,Bargains,Groupon,Desktop,0.4,High,1,472.44
EA-02133,35,Male,Suburban,102000,Skincare,Referral,Mobile,12.2,High,3,988.59
EA-01027,43,Female,Suburban,119000,Skincare,Referral,Mobile,4.1,Low,3,1004.46
EA-00962,19,Female,Rural,61500,Anti-aging,Groupon,Mobile,3.7,High,1,346.12
EA-02890,39,Female,Urban,54000,Bargains,Facebook Ad,Tablet,5.3,Medium,1,367.81
EA-03135,31,Male,Rural,95500,Wellness,Organic Search,Desktop,16.0,Low,4,2001.77
EA-02010,28,Female,Suburban,109500,Wellness,Organic Search,Desktop,16.4,Medium,4,2500.0
EA-02150,29,Female,Urban,58500,Wellness,Facebook Ad,Mobile,1.8,High,1,476.56
EA-03324,44,Female,Suburban,81500,Wellness,Organic Search,Mobile,13.0,Low,3,1803.77
EA-02339,21,Female,Urban,54500,Bargains,Groupon,Mobile,0.4,High,1,294.81
EA-03889,25,Female,Urban,112000,Skincare,Referral,Mobile,4.9,Low,3,682.82
EA-00305,47,Female,Rural,106500,Anti-aging,Organic Search,Desktop,15.0,Medium,5,1777.67
EA-01441,42,Female,Suburban,54000,Bargains,Facebook Ad,Tablet,2.1,Medium,2,154.3
EA-01497,53,Female,Suburban,88000,Anti-aging,Organic Search,Desktop,9.8,Medium,4,1588.73
EA-02653,60,Female,Urban,91500,Skincare,Organic Search,Desktop,10.7,Low,5,2275.23
EA-02876,35,Female,Urban,73500,Bargains,Facebook Ad,Mobile,5.2,High,1,150.0
EA-00917,28,Female,Rural,94000,Wellness,Facebook Ad,Tablet,3.8,High,1,444.68
EA-04183,41,Female,Suburban,59000,Wellness,Organic Search,Desktop,14.1,Low,4,1674.37
EA-03722,29,Male,Urban,60000,Bargains,Groupon,Desktop,5.5,High,1,253.22
EA-02773,43,Male,Urban,86000,Anti-aging,Organic Search,Desktop,14.8,Low,4,2500.0
EA-01625,30,Female,Urban,25500,Bargains,Facebook Ad,Mobile,4.5,High,1,482.74
EA-03838,23,Female,Rural,60500,Bargains,Facebook Ad,Mobile,8.6,High,1,341.16
EA-00822,36,Female,Suburban,67000,Bargains,Groupon,Mobile,6.8,High,1,304.1
EA-03965,37,Female,Rural,50500,Bargains,Facebook Ad,Desktop,3.2,Low,1,498.61
EA-01355,47,Female,Urban,70500,Anti-aging,Organic Search,Desktop,8.1,Medium,4,2212.26
EA-04498,30,Male,Urban,55000,Bargains,Groupon,Mobile,1.9,Medium,1,491.18
EA-00851,32,Male,Suburban,58500,Bargains,Facebook Ad,Mobile,3.5,High,1,418.36
EA-01001,29,Female,Rural,50000,Bargains,Facebook Ad,Mobile,3.4,High,1,435.95
EA-03378,25,Non-binary,Suburban,108000,Wellness,Referral,Mobile,5.5,High,1,961.16
EA-00019,33,Male,Suburban,80500,Skincare,Organic Search,Mobile,20.2,Low,3,2500.0
EA-01638,31,Female,Urban,108500,Skincare,Referral,Mobile,6.7,Low,1,590.34
EA-01668,27,Male,Suburban,50000,Bargains,Facebook Ad,Mobile,2.6,High,1,232.59
EA-00494,26,Female,Urban,48000,Bargains,Facebook Ad,Mobile,4.3,Medium,1,283.78
EA-01348,37,Female,Urban,61000,Bargains,Facebook Ad,Mobile,0.9,High,1,439.19
EA-03728,27,Female,Rural,36000,Bargains,Facebook Ad,Mobile,5.1,Medium,1,414.04
EA-04826,31,Female,Urban,70000,Bargains,Facebook Ad,Mobile,4.8,High,1,316.8
EA-03615,28,Female,Urban,62000,Bargains,Groupon,Mobile,3.9,High,1,295.91
EA-03482,40,Female,Urban,109000,Anti-aging,Organic Search,Mobile,4.9,Medium,4,1474.0
EA-00688,33,Male,Suburban,94500,Skincare,Referral,Mobile,10.1,Medium,3,349.49
EA-03732,46,Female,Suburban,109500,Skincare,Referral,Desktop,11.2,Medium,2,677.85
EA-01609,48,Female,Suburban,47000,Bargains,Groupon,Mobile,5.9,High,1,509.9
EA-04085,32,Female,Suburban,42500,Anti-aging,Groupon,Mobile,3.0,Low,1,396.44
EA-03403,37,Female,Suburban,32000,Bargains,Groupon,Mobile,0.4,High,1,510.16
EA-01010,22,Female,Suburban,34000,Bargains,Groupon,Mobile,4.6,High,3,362.71
EA-02409,35,Female,Urban,50500,Bargains,Facebook Ad,Mobile,2.2,Medium,1,308.07
EA-01093,26,Female,Urban,65500,Bargains,Facebook Ad,Mobile,4.4,High,1,402.37
EA-01328,37,Male,Rural,59000,Bargains,Groupon,Desktop,2.9,High,1,551.41
EA-01678,38,Female,Suburban,56000,Bargains,Groupon,Mobile,0.4,High,1,478.41
EA-02000,19,Female,Urban,34500,Skincare,Groupon,Mobile,5.0,High,1,277.86
EA-01311,37,Female,Urban,27500,Bargains,Facebook Ad,Mobile,2.4,High,1,371.16
EA-03259,29,Female,Urban,32500,Bargains,Groupon,Mobile,7.3,High,1,150.0
EA-01988,47,Female,Rural,105500,Wellness,Organic Search,Desktop,26.8,Medium,4,1723.42
EA-03649,29,Female,Urban,49500,Wellness,Facebook Ad,Mobile,3.0,Medium,1,468.58
EA-00345,35,Female,Suburban,110000,Skincare,Organic Search,Desktop,21.2,Medium,4,2156.49
EA-04483,45,Female,Suburban,86500,Skincare,Organic Search,Desktop,12.5,Low,3,2008.84
EA-00987,24,Female,Urban,84000,Bargains,Facebook Ad,Mobile,2.7,High,1,234.06
EA-04545,44,Non-binary,Urban,50000,Skincare,Facebook Ad,Mobile,2.8,High,1,366.58
EA-03808,31,Male,Urban,38000,Bargains,Groupon,Tablet,3.0,High,1,300.26
EA-04524,46,Female,Suburban,90500,Anti-aging,Organic Search,Mobile,16.0,Low,3,1384.51
EA-04003,50,Female,Suburban,116000,Skincare,Organic Search,Desktop,8.5,Low,1,1754.52
EA-03092,51,Female,Urban,68000,Anti-aging,Referral,Desktop,11.7,Low,1,678.27
EA-03962,32,Female,Urban,71500,Bargains,Facebook Ad,Mobile,5.8,High,1,428.9
EA-01143,36,Female,Suburban,79000,Skincare,Organic Search,Desktop,13.5,Medium,4,1609.67
EA-02359,47,Female,Urban,96500,Skincare,Referral,Desktop,6.8,Medium,3,835.33
EA-01199,25,Female,Suburban,53000,Bargains,Facebook Ad,Mobile,2.4,High,1,369.24
EA-00086,24,Female,Suburban,57000,Bargains,Facebook Ad,Mobile,3.3,High,3,356.7
EA-01519,33,Female,Rural,46500,Bargains,Facebook Ad,Mobile,0.5,Medium,3,353.86
EA-00517,33,Male,Suburban,58500,Skincare,Facebook Ad,Mobile,4.5,High,1,283.57
EA-01382,31,Female,Rural,50500,Bargains,Facebook Ad,Mobile,5.8,High,1,464.06
EA-02717,25,Female,Urban,59000,Bargains,Groupon,Mobile,3.6,High,1,356.85
EA-03085,34,Male,Urban,105000,Wellness,Organic Search,Mobile,4.0,Medium,2,1354.58
EA-01015,34,Female,Suburban,61500,Anti-aging,Facebook Ad,Mobile,3.2,Medium,3,258.21
EA-00129,32,Female,Urban,47000,Skincare,Facebook Ad,Mobile,4.8,Medium,1,412.99
EA-01365,28,Female,Urban,69000,Skincare,Groupon,Mobile,3.9,High,1,169.48
EA-03624,49,Female,Suburban,98500,Skincare,Organic Search,Desktop,22.7,Medium,4,1922.13
EA-04971,40,Female,Urban,52500,Bargains,Groupon,Mobile,2.5,High,1,199.05
EA-00892,27,Male,Urban,77500,Skincare,Referral,Desktop,7.5,High,3,673.85
EA-02794,41,Male,Urban,80500,Skincare,Referral,Mobile,5.1,High,2,854.37
EA-04239,20,Female,Suburban,44500,Bargains,Groupon,Mobile,6.4,High,1,463.59
EA-01360,46,Female,Urban,60500,Bargains,Facebook Ad,Mobile,3.9,High,1,420.53
EA-00308,26,Female,Urban,85000,Skincare,Groupon,Mobile,3.4,Medium,1,212.85
EA-01662,21,Female,Urban,49000,Bargains,Groupon,Mobile,1.4,High,1,443.86
EA-02432,48,Female,Suburban,153500,Skincare,Organic Search,Mobile,12.5,Low,6,1359.35
EA-03935,24,Non-binary,Suburban,38000,Bargains,Groupon,Desktop,1.6,High,1,260.5
EA-01318,30,Male,Suburban,76000,Bargains,Facebook Ad,Mobile,4.5,High,1,420.24
EA-04304,25,Female,Suburban,57000,Bargains,Facebook Ad,Tablet,1.8,High,1,248.69
EA-02475,27,Female,Rural,42500,Bargains,Facebook Ad,Desktop,2.8,High,1,572.7
EA-02543,28,Female,Rural,51000,Bargains,Facebook Ad,Mobile,1.3,High,1,301.68
EA-01247,24,Female,Rural,69500,Bargains,Groupon,Mobile,3.8,Medium,1,386.08
EA-01209,26,Female,Rural,26500,Bargains,Facebook Ad,Mobile,3.9,High,1,382.27
EA-00217,27,Female,Urban,59500,Bargains,Facebook Ad,Desktop,4.2,High,1,264.4
EA-04293,29,Male,Suburban,62500,Bargains,Facebook Ad,Mobile,4.4,Medium,1,422.07
EA-03063,27,Female,Urban,69500,Anti-aging,Facebook Ad,Mobile,2.3,Medium,3,414.35
EA-01240,32,Female,Suburban,60000,Bargains,Facebook Ad,Mobile,8.4,Low,4,475.76
EA-02290,24,Female,Rural,68500,Wellness,Facebook Ad,Mobile,6.5,High,1,336.18
EA-02741,25,Female,Rural,57500,Bargains,Facebook Ad,Mobile,4.1,High,1,340.6
EA-00276,30,Female,Urban,68000,Bargains,Facebook Ad,Tablet,3.3,High,1,306.49
EA-00490,30,Female,Urban,60000,Bargains,Groupon,Tablet,7.3,High,1,399.29
EA-01036,23,Female,Urban,55000,Wellness,Groupon,Mobile,6.0,High,1,285.19
EA-01230,33,Female,Urban,56000,Bargains,Facebook Ad,Mobile,5.7,High,1,273.93
EA-04586,44,Female,Suburban,120000,Wellness,Organic Search,Desktop,14.4,Medium,3,1635.77
EA-01009,51,Male,Suburban,87500,Skincare,Organic Search,Mobile,20.0,Medium,5,2216.35
EA-04690,30,Female,Urban,133000,Anti-aging,Organic Search,Mobile,24.3,Medium,6,1342.42
EA-04027,44,Female,Urban,74000,Anti-aging,Organic Search,Mobile,14.8,Medium,3,1776.54
EA-03183,41,Female,Urban,49000,Bargains,Groupon,Mobile,5.2,High,2,383.48
EA-02533,53,Female,Suburban,99000,Anti-aging,Organic Search,Desktop,2.0,Low,1,1996.91
EA-04170,42,Female,Urban,56000,Bargains,Groupon,Tablet,4.3,High,1,183.42
EA-01059,25,Female,Rural,48000,Bargains,Groupon,Mobile,0.8,Medium,1,256.08
EA-02167,40,Female,Urban,80000,Anti-aging,Referral,Mobile,11.4,Low,2,300.0
EA-04579,29,Male,Rural,76000,Wellness,Groupon,Mobile,3.2,High,1,540.93
EA-00282,24,Female,Urban,43500,Skincare,Facebook Ad,Mobile,4.0,High,1,496.59
EA-03566,49,Female,Urban,78500,Anti-aging,Organic Search,Mobile,11.5,Medium,3,1660.3
EA-01317,39,Female,Suburban,84500,Bargains,Groupon,Desktop,4.8,High,1,454.27
EA-04979,41,Female,Urban,57000,Anti-aging,Organic Search,Desktop,16.7,Medium,6,2022.75
EA-00969,27,Female,Rural,64000,Bargains,Groupon,Mobile,6.5,Medium,1,584.72
EA-03127,28,Female,Urban,61500,Bargains,Groupon,Tablet,5.2,High,1,327.91
EA-03921,25,Female,Urban,36500,Wellness,Facebook Ad,Mobile,1.0,Low,1,435.5
EA-03167,19,Female,Urban,50500,Anti-aging,Facebook Ad,Mobile,4.9,High,1,259.22
EA-03520,53,Male,Suburban,80500,Skincare,Organic Search,Mobile,21.5,Medium,4,2178.96
EA-00620,43,Female,Suburban,37000,Skincare,Facebook Ad,Mobile,3.5,High,1,508.06
EA-03347,42,Female,Suburban,92500,Skincare,Organic Search,Mobile,5.2,Low,3,1396.51
EA-01743,30,Female,Urban,37500,Skincare,Facebook Ad,Mobile,2.4,High,1,330.46
EA-01391,25,Female,Suburban,76500,Wellness,Referral,Mobile,9.4,Medium,3,706.34
EA-04051,39,Male,Urban,91500,Wellness,Referral,Desktop,3.7,Medium,1,864.72
EA-01848,32,Female,Suburban,54000,Skincare,Groupon,Desktop,3.6,High,1,323.04
EA-01580,63,Female,Suburban,130500,Wellness,Organic Search,Desktop,24.4,Low,4,1437.86
EA-01656,33,Female,Suburban,55000,Skincare,Facebook Ad,Mobile,0.5,High,1,188.86
EA-02353,23,Male,Suburban,34500,Bargains,Facebook Ad,Mobile,5.2,High,1,348.24
EA-02213,46,Female,Suburban,61500,Wellness,Organic Search,Mobile,12.5,Medium,4,1612.46
EA-02021,49,Female,Suburban,115500,Wellness,Organic Search,Mobile,10.7,Medium,2,1786.34
EA-04973,37,Female,Suburban,47500,Bargains,Facebook Ad,Desktop,3.5,High,1,176.96
EA-01957,36,Female,Urban,52500,Wellness,Groupon,Tablet,1.8,High,1,402.17
EA-01308,33,Male,Suburban,105500,Wellness,Organic Search,Mobile,16.3,High,5,2271.31
EA-02004,61,Female,Suburban,134500,Wellness,Organic Search,Desktop,8.1,Low,1,2147.44
EA-04456,20,Female,Rural,73500,Bargains,Facebook Ad,Mobile,2.7,Medium,1,240.41
EA-00576,40,Male,Suburban,69000,Bargains,Groupon,Mobile,2.3,Medium,1,378.79
EA-04090,35,Male,Urban,83500,Bargains,Facebook Ad,Mobile,4.6,High,3,389.74
EA-04320,34,Female,Urban,59000,Bargains,Facebook Ad,Desktop,2.3,High,1,247.37
EA-04437,53,Female,Urban,127500,Skincare,Organic Search,Mobile,15.2,Low,5,2233.21
