Client_ID,Age,Gender,Location,Income,User_Interest,Acquisition_Source,Device_Type,Engagement_Time_Minutes,Price_Sensitivity,Purchase_Frequency,Average_Order_Value,Cluster,Cluster_Name
EA-02388,36,Female,Suburban,35000,Bargains,Facebook Ad,Mobile,4.0,High,1,334.89,2,Self-Care Sena (Facebook One-Timers)
EA-04244,30,Female,Urban,64500,Bargains,Groupon,Mobile,3.5,Medium,1,434.2,0,Gayab Grahak (Groupon One-Timers)
EA-03996,29,Female,Urban,44000,Bargains,Facebook Ad,Mobile,1.9,High,1,183.89,2,Self-Care Sena (Facebook One-Timers)
EA-04066,49,Female,Urban,141000,Wellness,Organic Search,Mobile,9.5,Low,4,2094.73,1,Glow Ke Nawab (Organic VIPs)
EA-01862,35,Female,Suburban,39000,Skincare,Referral,Mobile,5.1,Low,2,912.33,3,Hamesha 25 Club (Referral Regulars)
EA-00641,51,Female,Urban,109500,Wellness,Organic Search,Desktop,14.0,Low,4,1648.79,1,Glow Ke Nawab (Organic VIPs)
EA-03903,47,Female,Suburban,101500,Skincare,Organic Search,Mobile,10.3,Low,5,1443.18,1,Glow Ke Nawab (Organic VIPs)
EA-00638,51,Female,Urban,107000,Anti-aging,Organic Search,Desktop,11.7,Low,5,2316.3,1,Glow Ke Nawab (Organic VIPs)
EA-04263,37,Female,Suburban,62500,Bargains,Facebook Ad,Mobile,1.6,High,1,375.62,2,Self-Care Sena (Facebook One-Timers)
EA-03911,34,Female,Urban,58500,Wellness,Groupon,Desktop,6.7,Medium,1,420.79,0,Gayab Grahak (Groupon One-Timers)
EA-02987,19,Female,Suburban,66500,Bargains,Facebook Ad,Mobile,2.9,High,2,312.81,2,Self-Care Sena (Facebook One-Timers)
EA-02097,30,Female,Urban,56000,Bargains,Facebook Ad,Mobile,5.6,High,1,398.53,2,Self-Care Sena (Facebook One-Timers)
EA-04612,21,Female,Urban,53000,Bargains,Facebook Ad,Mobile,3.3,Medium,1,418.63,2,Self-Care Sena (Facebook One-Timers)
EA-03076,52,Female,Urban,54500,Skincare,Referral,Mobile,9.4,Medium,1,947.67,3,Hamesha 25 Club (Referral Regulars)
EA-03675,52,Female,Urban,108500,Wellness,Organic Search,Mobile,18.6,Medium,6,2078.14,1,Glow Ke Nawab (Organic VIPs)
EA-02842,21,Female,Urban,68000,Bargains,Groupon,Tablet,5.9,High,1,343.06,0,Gayab Grahak (Groupon One-Timers)
EA-00922,59,Female,Urban,81000,Wellness,Organic Search,Desktop,22.8,Medium,6,2106.7,1,Glow Ke Nawab (Organic VIPs)
EA-00547,26,Female,Urban,38000,Bargains,Facebook Ad,Mobile,1.7,Medium,1,334.65,2,Self-Care Sena (Facebook One-Timers)
EA-03667,26,Female,Suburban,53000,Wellness,Facebook Ad,Mobile,0.4,High,1,266.18,2,Self-Care Sena (Facebook One-Timers)
EA-01901,38,Male,Urban,66500,Bargains,Groupon,Mobile,2.1,Medium,1,150.0,0,Gayab Grahak (Groupon One-Timers)
EA-02029,29,Female,Urban,67000,Skincare,Groupon,Mobile,3.6,Medium,1,369.6,0,Gayab Grahak (Groupon One-Timers)
EA-02302,45,Male,Rural,83500,Skincare,Organic Search,Mobile,17.3,High,3,1706.36,1,Glow Ke Nawab (Organic VIPs)
EA-01886,36,Female,Rural,39500,Bargains,Facebook Ad,Mobile,3.8,Medium,1,386.82,2,Self-Care Sena (Facebook One-Timers)
EA-01643,38,Female,Suburban,60000,Bargains,Groupon,Mobile,1.4,High,1,391.95,0,Gayab Grahak (Groupon One-Timers)
EA-03510,31,Female,Rural,85500,Bargains,Facebook Ad,Mobile,7.1,High,1,350.74,2,Self-Care Sena (Facebook One-Timers)
EA-04810,33,Female,Urban,46500,Bargains,Groupon,Tablet,3.9,High,1,369.49,0,Gayab Grahak (Groupon One-Timers)
EA-02098,27,Female,Urban,57500,Bargains,Groupon,Tablet,0.4,High,1,290.17,0,Gayab Grahak (Groupon One-Timers)
EA-04358,31,Male,Suburban,63500,Bargains,Facebook Ad,Mobile,4.1,High,1,354.35,2,Self-Care Sena (Facebook One-Timers)
EA-03789,23,Female,Urban,54000,Bargains,Facebook Ad,Mobile,2.6,Medium,1,277.2,2,Self-Care Sena (Facebook One-Timers)
EA-04495,23,Female,Suburban,38000,Bargains,Facebook Ad,Desktop,5.1,High,1,467.73,2,Self-Care Sena (Facebook One-Timers)
EA-04968,23,Female,Rural,49000,Bargains,Facebook Ad,Mobile,3.2,High,1,289.17,2,Self-Care Sena (Facebook One-Timers)
EA-00837,40,Female,Suburban,112000,Skincare,Organic Search,Desktop,18.3,Low,4,2088.21,1,Glow Ke Nawab (Organic VIPs)
EA-00602,51,Female,Rural,83500,Wellness,Organic Search,Desktop,5.5,Low,2,2130.09,1,Glow Ke Nawab (Organic VIPs)
EA-02185,26,Non-binary,Urban,28500,Bargains,Groupon,Tablet,2.0,High,1,411.38,0,Gayab Grahak (Groupon One-Timers)
EA-03866,21,Male,Urban,73500,Bargains,Facebook Ad,Mobile,5.4,High,1,298.49,2,Self-Care Sena (Facebook One-Timers)
EA-02482,36,Female,Urban,48000,Bargains,Facebook Ad,Mobile,5.0,Medium,1,391.91,2,Self-Care Sena (Facebook One-Timers)
EA-04308,35,Female,Suburban,57000,Skincare,Facebook Ad,Mobile,0.8,Medium,1,207.5,2,Self-Care Sena (Facebook One-Timers)
EA-01583,28,Female,Suburban,65500,Bargains,Facebook Ad,Mobile,3.4,High,1,537.85,2,Self-Care Sena (Facebook One-Timers)
EA-04267,25,Male,Urban,61500,Skincare,Groupon,Mobile,5.1,High,3,295.28,0,Gayab Grahak (Groupon One-Timers)
EA-02534,28,Male,Suburban,71000,Wellness,Facebook Ad,Mobile,3.6,Medium,1,345.17,2,Self-Care Sena (Facebook One-Timers)
EA-02726,60,Female,Rural,79000,Anti-aging,Organic Search,Mobile,16.7,Low,3,1620.22,1,Glow Ke Nawab (Organic VIPs)
EA-01071,48,Female,Suburban,74500,Anti-aging,Organic Search,Mobile,12.6,Medium,3,1637.7,1,Glow Ke Nawab (Organic VIPs)
EA-01776,29,Female,Rural,47500,Bargains,Groupon,Mobile,6.2,Medium,1,540.45,0,Gayab Grahak (Groupon One-Timers)
EA-04809,31,Female,Urban,55000,Bargains,Groupon,Tablet,1.4,High,1,432.34,0,Gayab Grahak (Groupon One-Timers)
EA-01284,36,Female,Suburban,85000,Bargains,Groupon,Mobile,6.7,High,1,380.86,0,Gayab Grahak (Groupon One-Timers)
EA-03051,59,Female,Urban,54000,Skincare,Organic Search,Mobile,24.0,Low,4,2331.37,1,Glow Ke Nawab (Organic VIPs)
EA-04754,47,Female,Urban,47500,Bargains,Groupon,Mobile,1.8,High,1,365.77,0,Gayab Grahak (Groupon One-Timers)
EA-01837,32,Female,Urban,57500,Anti-aging,Facebook Ad,Mobile,2.7,High,1,254.35,2,Self-Care Sena (Facebook One-Timers)
EA-04243,30,Male,Suburban,67000,Anti-aging,Groupon,Mobile,2.7,High,1,353.07,0,Gayab Grahak (Groupon One-Timers)
EA-01020,32,Female,Rural,43500,Bargains,Groupon,Mobile,0.4,Medium,1,362.01,0,Gayab Grahak (Groupon One-Timers)
EA-04134,39,Female,Urban,71000,Bargains,Groupon,Mobile,5.9,High,1,477.05,0,Gayab Grahak (Groupon One-Timers)
EA-01327,19,Female,Urban,48500,Bargains,Facebook Ad,Mobile,1.5,Medium,1,150.0,2,Self-Care Sena (Facebook One-Timers)
EA-00476,30,Male,Urban,44500,Bargains,Facebook Ad,Mobile,5.2,High,1,569.49,2,Self-Care Sena (Facebook One-Timers)
EA-04272,36,Female,Urban,51500,Bargains,Groupon,Mobile,4.2,High,1,442.69,0,Gayab Grahak (Groupon One-Timers)
EA-01652,19,Female,Urban,67000,Bargains,Facebook Ad,Mobile,1.2,Medium,1,302.1,2,Self-Care Sena (Facebook One-Timers)
EA-03999,29,Male,Suburban,22500,Bargains,Facebook Ad,Mobile,0.4,High,1,335.47,2,Self-Care Sena (Facebook One-Timers)
EA-04468,46,Female,Suburban,101000,Anti-aging,Organic Search,Desktop,7.2,Medium,2,2102.64,1,Glow Ke Nawab (Organic VIPs)
EA-02611,41,Female,Suburban,71500,Skincare,Organic Search,Tablet,8.0,Low,2,2261.82,1,Glow Ke Nawab (Organic VIPs)
EA-02477,30,Female,Urban,59000,Bargains,Facebook Ad,Mobile,4.6,Low,1,483.6,2,Self-Care Sena (Facebook One-Timers)
EA-02584,38,Female,Suburban,77000,Bargains,Facebook Ad,Mobile,1.5,Medium,1,472.83,2,Self-Care Sena (Facebook One-Timers)
EA-01374,51,Female,Rural,95500,Anti-aging,Organic Search,Desktop,13.6,Low,3,1576.38,1,Glow Ke Nawab (Organic VIPs)
EA-00740,36,Female,Urban,53000,Bargains,Groupon,Tablet,2.3,High,1,179.49,0,Gayab Grahak (Groupon One-Timers)
EA-03619,26,Female,Suburban,26000,Bargains,Facebook Ad,Mobile,3.4,High,1,294.32,2,Self-Care Sena (Facebook One-Timers)
EA-02441,50,Female,Rural,61500,Bargains,Referral,Mobile,6.3,Medium,1,551.93,3,Hamesha 25 Club (Referral Regulars)
EA-00868,41,Female,Urban,119000,Skincare,Organic Search,Desktop,26.0,Low,5,1986.33,1,Glow Ke Nawab (Organic VIPs)
EA-01141,39,Female,Suburban,75000,Bargains,Facebook Ad,Mobile,3.2,High,1,415.58,2,Self-Care Sena (Facebook One-Timers)
EA-00998,33,Female,Urban,60500,Skincare,Facebook Ad,Mobile,2.3,High,1,401.09,2,Self-Care Sena (Facebook One-Timers)
EA-01338,36,Female,Suburban,55500,Bargains,Groupon,Mobile,3.1,High,1,390.84,0,Gayab Grahak (Groupon One-Timers)
EA-00542,28,Female,Urban,47500,Skincare,Groupon,Mobile,2.6,High,1,477.6,0,Gayab Grahak (Groupon One-Timers)
EA-01100,24,Female,Urban,58500,Bargains,Facebook Ad,Mobile,3.9,High,1,350.46,2,Self-Care Sena (Facebook One-Timers)
EA-01133,31,Female,Suburban,30000,Bargains,Facebook Ad,Mobile,1.1,High,1,506.83,2,Self-Care Sena (Facebook One-Timers)
EA-04065,33,Female,Urban,23500,Bargains,Facebook Ad,Mobile,6.5,High,1,350.76,2,Self-Care Sena (Facebook One-Timers)
EA-02716,30,Female,Suburban,27000,Wellness,Facebook Ad,Mobile,1.3,High,1,410.51,2,Self-Care Sena (Facebook One-Timers)
EA-02259,30,Male,Suburban,67500,Bargains,Facebook Ad,Mobile,0.4,High,1,238.94,2,Self-Care Sena (Facebook One-Timers)
EA-04751,28,Female,Urban,33500,Bargains,Facebook Ad,Tablet,0.8,High,1,473.97,2,Self-Care Sena (Facebook One-Timers)
EA-00060,32,Female,Urban,53000,Wellness,Facebook Ad,Mobile,5.3,High,1,360.22,2,Self-Care Sena (Facebook One-Timers)
EA-02884,41,Female,Urban,45000,Bargains,Facebook Ad,Mobile,4.6,Medium,1,561.29,2,Self-Care Sena (Facebook One-Timers)
EA-01939,30,Female,Suburban,26500,Bargains,Facebook Ad,Mobile,1.2,Medium,1,288.45,2,Self-Care Sena (Facebook One-Timers)
EA-02577,55,Female,Suburban,78500,Wellness,Organic Search,Mobile,10.6,Medium,2,2500.0,1,Glow Ke Nawab (Organic VIPs)
EA-04937,34,Female,Urban,52500,Anti-aging,Facebook Ad,Mobile,2.1,High,1,150.0,2,Self-Care Sena (Facebook One-Timers)
EA-01079,27,Female,Suburban,89000,Bargains,Groupon,Mobile,5.0,High,1,150.0,0,Gayab Grahak (Groupon One-Timers)
EA-03250,28,Female,Rural,64500,Wellness,Groupon,Mobile,1.9,High,1,526.37,0,Gayab Grahak (Groupon One-Timers)
EA-03128,22,Female,Rural,36000,Bargains,Facebook Ad,Mobile,7.4,High,1,318.93,2,Self-Care Sena (Facebook One-Timers)
EA-02489,39,Female,Suburban,31000,Bargains,Facebook Ad,Tablet,2.1,High,1,177.51,2,Self-Care Sena (Facebook One-Timers)
EA-00941,25,Male,Suburban,56000,Bargains,Facebook Ad,Tablet,1.8,Medium,1,426.27,2,Self-Care Sena (Facebook One-Timers)
EA-01081,37,Female,Urban,70500,Bargains,Facebook Ad,Mobile,3.7,High,1,285.05,2,Self-Care Sena (Facebook One-Timers)
EA-00188,24,Non-binary,Suburban,75500,Bargains,Facebook Ad,Mobile,3.5,Medium,1,229.92,2,Self-Care Sena (Facebook One-Timers)
EA-02635,23,Male,Urban,80000,Bargains,Groupon,Mobile,1.9,Medium,1,423.96,0,Gayab Grahak (Groupon One-Timers)
EA-02086,42,Female,Urban,61000,Wellness,Facebook Ad,Mobile,2.8,Medium,1,376.62,2,Self-Care Sena (Facebook One-Timers)
EA-02250,24,Female,Urban,41500,Bargains,Facebook Ad,Mobile,4.6,High,1,582.92,2,Self-Care Sena (Facebook One-Timers)
EA-04891,37,Female,Urban,34000,Bargains,Facebook Ad,Mobile,6.1,Medium,1,350.38,2,Self-Care Sena (Facebook One-Timers)
EA-02024,29,Female,Suburban,27000,Skincare,Facebook Ad,Mobile,2.8,High,1,465.82,2,Self-Care Sena (Facebook One-Timers)
EA-03540,26,Female,Urban,52500,Bargains,Facebook Ad,Tablet,5.1,High,3,150.0,2,Self-Care Sena (Facebook One-Timers)
EA-04049,33,Female,Urban,68000,Bargains,Facebook Ad,Mobile,2.4,Medium,1,475.87,2,Self-Care Sena (Facebook One-Timers)
EA-03607,25,Female,Suburban,22000,Bargains,Facebook Ad,Mobile,4.3,Medium,1,446.7,2,Self-Care Sena (Facebook One-Timers)
EA-00227,23,Female,Urban,66500,Bargains,Facebook Ad,Mobile,3.2,High,1,509.57,2,Self-Care Sena (Facebook One-Timers)
EA-04848,41,Female,Urban,72000,Anti-aging,Organic Search,Desktop,5.7,Medium,3,1956.02,1,Glow Ke Nawab (Organic VIPs)
EA-01930,29,Female,Suburban,63000,Skincare,Groupon,Tablet,4.1,High,1,391.84,0,Gayab Grahak (Groupon One-Timers)
EA-03056,29,Female,Suburban,69000,Bargains,Groupon,Mobile,2.3,High,1,336.29,0,Gayab Grahak (Groupon One-Timers)
EA-04490,26,Male,Urban,47000,Bargains,Groupon,Mobile,3.7,High,1,420.37,0,Gayab Grahak (Groupon One-Timers)
EA-01405,37,Non-binary,Rural,60500,Bargains,Facebook Ad,Mobile,1.3,High,1,303.25,2,Self-Care Sena (Facebook One-Timers)
EA-02180,56,Female,Suburban,112500,Wellness,Referral,Mobile,1.0,High,1,866.21,3,Hamesha 25 Club (Referral Regulars)
EA-00698,43,Male,Rural,37000,Bargains,Groupon,Mobile,3.5,High,1,563.64,0,Gayab Grahak (Groupon One-Timers)
EA-01125,29,Female,Rural,54500,Bargains,Groupon,Mobile,2.2,High,1,330.49,0,Gayab Grahak (Groupon One-Timers)
EA-03362,28,Female,Suburban,72500,Bargains,Facebook Ad,Mobile,4.1,Medium,1,451.8,2,Self-Care Sena (Facebook One-Timers)
EA-04136,37,Female,Urban,48000,Bargains,Facebook Ad,Mobile,3.3,Low,3,150.0,2,Self-Care Sena (Facebook One-Timers)
EA-01779,21,Female,Urban,45000,Bargains,Facebook Ad,Mobile,6.5,Medium,4,271.53,2,Self-Care Sena (Facebook One-Timers)
EA-02859,55,Female,Urban,99500,Anti-aging,Organic Search,Mobile,18.7,High,5,2317.23,1,Glow Ke Nawab (Organic VIPs)
EA-01038,29,Female,Urban,42500,Bargains,Facebook Ad,Mobile,0.4,High,1,354.82,2,Self-Care Sena (Facebook One-Timers)
EA-04457,29,Female,Urban,53000,Bargains,Facebook Ad,Mobile,4.9,Medium,1,239.2,2,Self-Care Sena (Facebook One-Timers)
EA-02257,56,Female,Suburban,116000,Anti-aging,Referral,Desktop,15.2,Low,3,736.52,3,Hamesha 25 Club (Referral Regulars)
EA-00314,38,Female,Urban,69000,Skincare,Facebook Ad,Mobile,1.5,High,1,276.41,2,Self-Care Sena (Facebook One-Timers)
EA-02282,30,Female,Suburban,55500,Bargains,Facebook Ad,Mobile,1.8,High,1,481.33,2,Self-Care Sena (Facebook One-Timers)
EA-01417,24,Female,Suburban,73500,Bargains,Groupon,Tablet,5.6,High,4,250.02,0,Gayab Grahak (Groupon One-Timers)
EA-01037,35,Female,Suburban,52000,Bargains,Facebook Ad,Mobile,7.1,Medium,1,438.37,2,Self-Care Sena (Facebook One-Timers)
EA-02160,47,Female,Urban,70500,Bargains,Facebook Ad,Mobile,5.2,High,1,495.78,2,Self-Care Sena (Facebook One-Timers)
EA-04164,36,Female,Rural,74000,Bargains,Facebook Ad,Mobile,6.8,Medium,1,410.89,2,Self-Care Sena (Facebook One-Timers)
EA-01755,29,Female,Urban,42000,Bargains,Facebook Ad,Mobile,4.8,High,1,427.76,2,Self-Care Sena (Facebook One-Timers)
EA-03113,57,Female,Suburban,94000,Anti-aging,Organic Search,Tablet,12.5,Medium,3,1827.54,1,Glow Ke Nawab (Organic VIPs)
EA-02814,30,Female,Urban,43500,Bargains,Facebook Ad,Mobile,6.5,High,1,370.06,2,Self-Care Sena (Facebook One-Timers)
EA-02699,29,Female,Urban,48500,Bargains,Facebook Ad,Mobile,6.0,Medium,4,358.16,2,Self-Care Sena (Facebook One-Timers)
EA-03208,22,Female,Rural,42000,Bargains,Facebook Ad,Mobile,2.5,High,1,566.6,2,Self-Care Sena (Facebook One-Timers)
EA-04351,29,Female,Suburban,61500,Bargains,Facebook Ad,Desktop,5.2,High,1,281.99,2,Self-Care Sena (Facebook One-Timers)
EA-03432,31,Female,Suburban,56500,Bargains,Groupon,Mobile,5.6,Low,1,246.58,0,Gayab Grahak (Groupon One-Timers)
EA-01507,46,Female,Urban,148500,Wellness,Organic Search,Desktop,10.2,Low,4,1660.73,1,Glow Ke Nawab (Organic VIPs)
EA-01924,28,Male,Urban,46500,Anti-aging,Facebook Ad,Mobile,5.5,High,1,333.82,2,Self-Care Sena (Facebook One-Timers)
EA-00449,41,Female,Rural,27000,Bargains,Facebook Ad,Mobile,4.1,High,1,349.09,2,Self-Care Sena (Facebook One-Timers)
EA-04129,43,Female,Urban,117500,Wellness,Organic Search,Tablet,8.7,Low,2,1808.7,1,Glow Ke Nawab (Organic VIPs)
EA-02529,39,Female,Rural,113500,Anti-aging,Organic Search,Mobile,13.0,Low,3,1617.57,1,Glow Ke Nawab (Organic VIPs)
EA-04970,33,Female,Suburban,67000,Bargains,Groupon,Mobile,7.2,High,1,336.79,0,Gayab Grahak (Groupon One-Timers)
EA-02790,33,Female,Suburban,103500,Skincare,Facebook Ad,Tablet,1.5,High,1,256.39,2,Self-Care Sena (Facebook One-Timers)
EA-00362,41,Female,Urban,29500,Bargains,Facebook Ad,Mobile,3.4,High,1,206.72,2,Self-Care Sena (Facebook One-Timers)
EA-02184,36,Female,Urban,45500,Bargains,Facebook Ad,Mobile,1.5,Medium,1,634.31,2,Self-Care Sena (Facebook One-Timers)
EA-01135,38,Female,Urban,119500,Anti-aging,Referral,Desktop,9.7,Low,3,627.61,3,Hamesha 25 Club (Referral Regulars)
EA-03881,40,Female,Suburban,121500,Skincare,Organic Search,Desktop,13.2,Low,5,1876.88,1,Glow Ke Nawab (Organic VIPs)
EA-02156,52,Female,Suburban,137500,Wellness,Organic Search,Tablet,6.7,Medium,3,2218.42,1,Glow Ke Nawab (Organic VIPs)
EA-01831,27,Female,Rural,59500,Wellness,Groupon,Mobile,2.7,High,1,246.63,0,Gayab Grahak (Groupon One-Timers)
EA-01054,46,Female,Rural,50000,Bargains,Facebook Ad,Desktop,5.9,High,1,364.05,2,Self-Care Sena (Facebook One-Timers)
EA-00023,35,Female,Suburban,75500,Anti-aging,Referral,Tablet,13.3,Medium,3,624.34,3,Hamesha 25 Club (Referral Regulars)
EA-02067,40,Female,Urban,69000,Skincare,Groupon,Mobile,3.4,Medium,1,249.1,0,Gayab Grahak (Groupon One-Timers)
EA-01654,19,Female,Rural,54000,Bargains,Facebook Ad,Mobile,3.7,High,1,350.66,2,Self-Care Sena (Facebook One-Timers)
EA-02588,25,Female,Urban,81000,Bargains,Facebook Ad,Mobile,2.1,High,1,435.41,2,Self-Care Sena (Facebook One-Timers)
EA-03211,31,Female,Urban,49500,Bargains,Facebook Ad,Mobile,7.8,High,1,369.17,2,Self-Care Sena (Facebook One-Timers)
EA-04303,37,Female,Suburban,59500,Anti-aging,Referral,Desktop,1.0,Low,1,567.09,2,Self-Care Sena (Facebook One-Timers)
EA-04037,20,Female,Urban,54500,Bargains,Facebook Ad,Mobile,2.5,Medium,1,363.9,2,Self-Care Sena (Facebook One-Timers)
EA-02326,59,Female,Suburban,113500,Wellness,Referral,Desktop,14.1,Medium,3,831.57,3,Hamesha 25 Club (Referral Regulars)
EA-00461,35,Female,Urban,81500,Wellness,Groupon,Mobile,8.9,Medium,1,437.98,0,Gayab Grahak (Groupon One-Timers)
EA-01068,49,Female,Suburban,84500,Wellness,Organic Search,Tablet,12.7,Low,5,1905.05,1,Glow Ke Nawab (Organic VIPs)
EA-00088,41,Female,Urban,62500,Bargains,Groupon,Desktop,4.5,High,1,271.14,0,Gayab Grahak (Groupon One-Timers)
EA-01431,41,Female,Urban,61500,Skincare,Referral,Mobile,11.5,Medium,2,704.08,3,Hamesha 25 Club (Referral Regulars)
EA-02648,28,Female,Suburban,89000,Wellness,Organic Search,Mobile,12.9,Medium,4,1815.39,1,Glow Ke Nawab (Organic VIPs)
EA-00283,29,Female,Rural,74500,Skincare,Facebook Ad,Mobile,4.6,High,3,472.2,2,Self-Care Sena (Facebook One-Timers)
EA-00463,32,Female,Rural,62000,Skincare,Referral,Desktop,7.9,Low,2,369.61,3,Hamesha 25 Club (Referral Regulars)
EA-00213,24,Female,Suburban,72500,Bargains,Facebook Ad,Mobile,4.0,High,1,269.28,2,Self-Care Sena (Facebook One-Timers)
EA-02500,26,Female,Suburban,41500,Bargains,Groupon,Mobile,2.3,High,1,509.43,0,Gayab Grahak (Groupon One-Timers)
EA-01369,29,Female,Urban,71000,Bargains,Facebook Ad,Mobile,0.7,High,1,459.69,2,Self-Care Sena (Facebook One-Timers)
EA-00235,43,Female,Urban,88500,Wellness,Referral,Tablet,17.2,Low,2,437.89,3,Hamesha 25 Club (Referral Regulars)
EA-02771,34,Female,Urban,61000,Bargains,Facebook Ad,Mobile,3.9,Medium,1,425.46,2,Self-Care Sena (Facebook One-Timers)
EA-00598,36,Female,Suburban,48500,Skincare,Groupon,Mobile,5.8,High,1,344.63,0,Gayab Grahak (Groupon One-Timers)
EA-04421,30,Female,Suburban,74000,Bargains,Facebook Ad,Mobile,4.9,High,1,564.37,2,Self-Care Sena (Facebook One-Timers)
EA-02251,38,Female,Urban,43500,Anti-aging,Groupon,Mobile,1.6,Medium,2,369.2,0,Gayab Grahak (Groupon One-Timers)
EA-04032,36,Female,Urban,30000,Skincare,Facebook Ad,Mobile,4.8,High,1,260.97,2,Self-Care Sena (Facebook One-Timers)
EA-02284,55,Female,Suburban,140500,Anti-aging,Organic Search,Desktop,19.6,Low,4,1938.33,1,Glow Ke Nawab (Organic VIPs)
EA-00663,36,Female,Urban,40000,Bargains,Facebook Ad,Mobile,0.4,High,1,458.5,2,Self-Care Sena (Facebook One-Timers)
EA-04964,22,Female,Rural,49000,Bargains,Facebook Ad,Tablet,5.7,High,1,382.74,2,Self-Care Sena (Facebook One-Timers)
EA-02286,41,Female,Urban,40500,Skincare,Facebook Ad,Mobile,2.8,Medium,1,442.34,2,Self-Care Sena (Facebook One-Timers)
EA-04717,43,Female,Suburban,72500,Wellness,Facebook Ad,Mobile,2.1,High,1,267.76,2,Self-Care Sena (Facebook One-Timers)
EA-03194,50,Female,Suburban,101500,Wellness,Organic Search,Desktop,14.4,Medium,4,2475.18,1,Glow Ke Nawab (Organic VIPs)
EA-02504,45,Female,Urban,69000,Skincare,Organic Search,Mobile,11.4,Low,3,2500.0,1,Glow Ke Nawab (Organic VIPs)
EA-04044,40,Female,Urban,39500,Wellness,Referral,Tablet,5.9,High,2,870.53,3,Hamesha 25 Club (Referral Regulars)
EA-00780,34,Female,Suburban,120500,Wellness,Organic Search,Desktop,21.0,Low,5,1715.56,1,Glow Ke Nawab (Organic VIPs)
EA-04020,33,Male,Suburban,92000,Anti-aging,Organic Search,Desktop,9.3,Low,3,2382.97,1,Glow Ke Nawab (Organic VIPs)
EA-03427,21,Female,Rural,45500,Bargains,Facebook Ad,Mobile,3.1,High,1,452.16,2,Self-Care Sena (Facebook One-Timers)
EA-04307,23,Female,Urban,59000,Bargains,Groupon,Mobile,2.5,High,1,469.37,0,Gayab Grahak (Groupon One-Timers)
EA-03197,41,Female,Urban,42000,Skincare,Groupon,Mobile,3.9,Medium,1,409.94,0,Gayab Grahak (Groupon One-Timers)
EA-04836,44,Female,Rural,74500,Anti-aging,Organic Search,Desktop,16.4,Low,4,1466.72,1,Glow Ke Nawab (Organic VIPs)
EA-00686,32,Female,Suburban,39000,Bargains,Facebook Ad,Tablet,4.3,High,1,180.61,2,Self-Care Sena (Facebook One-Timers)
EA-03170,31,Female,Urban,65500,Bargains,Groupon,Mobile,3.0,Medium,1,482.49,0,Gayab Grahak (Groupon One-Timers)
EA-03927,24,Male,Suburban,71000,Bargains,Groupon,Mobile,3.6,High,1,522.32,0,Gayab Grahak (Groupon One-Timers)
EA-03435,32,Non-binary,Urban,58000,Skincare,Facebook Ad,Mobile,3.6,High,1,339.5,2,Self-Care Sena (Facebook One-Timers)
EA-02172,40,Female,Urban,57000,Skincare,Facebook Ad,Mobile,3.7,Low,1,501.69,2,Self-Care Sena (Facebook One-Timers)
EA-03690,34,Female,Urban,38000,Bargains,Facebook Ad,Mobile,3.4,Medium,1,356.72,2,Self-Care Sena (Facebook One-Timers)
EA-01851,19,Female,Suburban,39500,Bargains,Facebook Ad,Mobile,2.5,Medium,1,302.3,2,Self-Care Sena (Facebook One-Timers)
EA-00488,39,Male,Urban,61500,Skincare,Facebook Ad,Desktop,0.4,Medium,1,224.87,2,Self-Care Sena (Facebook One-Timers)
EA-01689,29,Female,Urban,44500,Bargains,Groupon,Mobile,1.8,High,1,416.02,0,Gayab Grahak (Groupon One-Timers)
EA-02231,32,Female,Rural,51500,Skincare,Facebook Ad,Mobile,3.6,High,1,488.52,2,Self-Care Sena (Facebook One-Timers)
EA-03265,28,Female,Urban,50000,Bargains,Facebook Ad,Desktop,3.6,High,1,398.08,2,Self-Care Sena (Facebook One-Timers)
EA-02321,33,Female,Urban,36500,Skincare,Facebook Ad,Mobile,4.7,High,1,462.37,2,Self-Care Sena (Facebook One-Timers)
EA-00783,22,Female,Urban,46500,Skincare,Groupon,Mobile,4.7,High,1,316.24,0,Gayab Grahak (Groupon One-Timers)
EA-00522,25,Female,Urban,30000,Bargains,Facebook Ad,Mobile,2.8,High,1,307.96,2,Self-Care Sena (Facebook One-Timers)
EA-00523,38,Female,Rural,61500,Bargains,Facebook Ad,Mobile,2.9,High,1,228.68,2,Self-Care Sena (Facebook One-Timers)
EA-02838,40,Male,Suburban,68000,Skincare,Facebook Ad,Mobile,0.4,High,1,336.39,2,Self-Care Sena (Facebook One-Timers)
EA-04540,20,Female,Suburban,50500,Bargains,Facebook Ad,Mobile,1.9,High,1,268.26,2,Self-Care Sena (Facebook One-Timers)
EA-02399,30,Female,Urban,62000,Bargains,Facebook Ad,Mobile,2.8,High,1,447.58,2,Self-Care Sena (Facebook One-Timers)
EA-02208,41,Male,Urban,40500,Skincare,Groupon,Mobile,3.4,High,1,407.0,0,Gayab Grahak (Groupon One-Timers)
EA-03478,27,Female,Suburban,90000,Wellness,Referral,Mobile,12.7,Medium,2,772.68,3,Hamesha 25 Club (Referral Regulars)
EA-03553,25,Female,Urban,50000,Bargains,Facebook Ad,Desktop,7.2,Medium,1,297.63,2,Self-Care Sena (Facebook One-Timers)
